,q05_spot_factorsAstrocytes,q05_spot_factorsBergmann,q05_spot_factorsChoroid,q05_spot_factorsEndothelial,q05_spot_factorsGranule,q05_spot_factorsMicroglia,q05_spot_factorsOligodendrocytes,q05_spot_factorsPurkinje
priorregion2_spot_102,0.011207349458709359,0.9552604049444199,2.958472897773846e-08,2.3756841915911765e-08,0.23848277777433394,4.811844610230765e-06,0.00012364877620711924,6.381238449648663e-06
priorregion2_spot_103,1.3468304405250818e-05,0.00047694774548290303,1.378305416466219e-08,4.335077719019864e-08,0.8088430821895599,5.729970411039176e-07,0.7161084681749343,1.841470258057143e-07
priorregion2_spot_104,0.00016424478744738735,0.547403547167778,1.6371796274228244e-08,3.1605732374373478e-06,0.7536402016878128,1.9969435243183396e-07,0.7929411113262176,1.766759328347689e-06
priorregion2_spot_105,1.2404062033510854e-06,0.49814578443765645,2.6054592012769716e-07,2.6841672440269804e-08,0.0010542960895691068,3.8326706075508814e-08,2.254315185546875,2.0043883353082494e-08
priorregion2_spot_106,0.038802011683583264,0.0015301215229555963,4.226665026862975e-08,1.597026608735064e-08,0.3125014439225197,1.0131982861594224e-07,0.014217232214286923,2.532427842538709e-07
priorregion2_spot_107,0.001509866217384115,2.3067937763698865e-05,3.848456593402716e-08,1.1794922771812824e-08,0.6071583867073059,1.982209681727909e-07,0.1538881167769432,6.000029634378735e-06
priorregion2_spot_108,0.005023545445874333,0.6038700193166733,3.2667344157744083e-06,1.4150767992759938e-05,4.010016751289368,4.256990291651163e-06,1.5403314769268035,0.0039369889302179216
priorregion2_spot_109,1.8805835793500591e-06,3.5855788883054626e-05,2.753949912559506e-08,1.1545683298308518e-08,0.7606910526752472,1.3508070466627943e-07,0.48448414355516434,6.540118206999069e-08
priorregion2_spot_110,0.00017395503091393038,1.3352169036865233,1.9617344037214935e-06,1.9327392419654642e-05,0.6877610206604003,4.717941990861619e-07,0.9183629095554352,0.005914177047088742
priorregion2_spot_111,2.4435885137563673e-07,5.141122674245935e-08,1.829117470819597e-08,1.5041679624072658e-09,0.5056160598993301,5.2724069064424846e-05,2.525844557510482e-07,1.2187912048489125e-07
priorregion2_spot_112,0.0003052973741432652,0.755437707901001,1.7153467240405007e-06,2.5001110884659282e-06,1.2834075510501861,9.666313900424939e-07,0.7981964856386184,0.0011093139473814517
priorregion2_spot_113,6.286581970016414e-06,0.41551680862903595,1.4968623807121164e-08,2.7399899416025167e-08,1.8377222776412965,3.518019141779405e-07,0.006988507881760597,1.6271265792511259e-07
priorregion2_spot_114,0.04587626587599516,1.093580496311188,3.164900505225887e-07,7.652288132931062e-07,1.5347807228565216,8.447120762866689e-07,0.5049070954322815,1.4268266613726157e-05
priorregion2_spot_115,0.02059283694252372,0.01152331936173141,1.9225542899903305e-07,2.7878294645233837e-06,2.287208366394043,2.0935951511091847e-06,2.6140381693840027,4.0389539208263166e-05
priorregion2_spot_116,1.987934194858099e-06,0.00045686165540246296,2.8303180510391713e-08,6.597324180290799e-08,0.23241736218333245,2.258302845348226e-06,1.5986509144306185,5.6367880496566164e-08
priorregion2_spot_117,0.0051354039693251256,1.0180352091789244,3.9077461622127895e-07,7.8900996527409e-07,1.4244552612304686,8.652231286987445e-07,1.0000528812408447,1.979434100576327e-05
priorregion2_spot_118,4.892988658866671e-06,0.00026900856028078124,2.5428238714653163e-08,7.76810253455551e-08,0.48121972680091857,1.7445172204588746e-07,2.023909854888916,2.501844235780482e-07
priorregion2_spot_119,9.91254518112328e-07,3.1259743627742866e-05,1.9092371861262335e-08,3.299819955060457e-08,0.5765488922595978,1.4642089126937209e-06,0.6025130778551101,1.2358841416926225e-07
priorregion2_spot_120,5.8465869187784845e-06,2.8225662936165465e-05,2.6824297005845213e-08,5.522485615472306e-08,0.23796643763780595,3.37225280588882e-07,0.5449510127305984,4.6265049924443245e-08
priorregion3_spot_1,0.03239882625639439,0.04811182487756014,2.7321028232574465,2.0420902956175268e-06,0.0012250177562236786,4.160407414133261e-07,4.062404102000983e-07,0.00018805278668878602
priorregion3_spot_2,0.057634284161031245,0.0734299935400486,2.2796672105789186,8.557726914659726e-07,0.13334348052740097,7.695397499674072e-07,1.963634476851439e-05,9.00353899169204e-07
priorregion3_spot_3,0.007841022964566947,0.011624051770195364,2.610068249702454,7.025716030284459e-07,0.0016320758033543828,3.368641415590901e-07,4.2636054047306977e-07,1.1109316062629662e-06
priorregion3_spot_4,5.454584743347369e-06,1.449716059198636e-07,0.2411356009542942,2.9489156450068773e-09,5.524323000827281e-07,1.7198716939503815e-08,2.6117564555505624e-09,3.1124660626602467e-09
priorregion3_spot_5,0.0006632679083850235,1.3517184470401846e-05,1.659385049343109,1.1446352878863309e-07,4.278602882550331e-05,1.1589251087684717e-07,1.2918569041175943e-07,1.9432246460837633e-07
priorregion3_spot_6,0.005667704856023192,0.0001780743623385206,3.161634457111359,1.1503958091907408e-06,0.0009182445472106337,2.948365931843e-07,0.0002519205430871807,0.0026528752292506396
priorregion3_spot_7,0.060334968566894534,0.04945430736988783,1.0098729968070983,8.626275302958674e-08,3.549942048266531e-05,6.816724855696067e-08,1.6663325919097362e-08,5.662927868854695e-08
priorregion3_spot_8,0.012223746860399842,0.001616737520089373,1.7034644663333893,1.2332374126344804e-07,0.037097468972206116,6.804300312523992e-07,3.799790374614531e-05,2.1516984318736835e-07
priorregion3_spot_9,0.009568648505955934,0.020331996586173774,1.8676581978797913,2.645631639097701e-07,5.471265685628168e-05,1.2698453204507133e-07,8.27632941735601e-08,9.87723325351908e-08
priorregion3_spot_10,0.003923797607421875,0.0051099031930789355,2.836402428150177,1.5473313737857099e-06,0.4143016144633293,1.8298543125183644e-06,0.0009761659341165796,5.664837715357863e-07
priorregion3_spot_11,0.004658414819277823,0.00013127545607858338,2.7941057085990906,7.75988638679337e-07,0.00022276454765233212,2.0663949911181593e-07,8.326781681944341e-07,0.0022746687405742704
priorregion3_spot_12,0.0022817564546130597,5.1361701298446864e-05,2.75381098985672,3.8130699806515624e-07,0.12709229588508605,1.5555303491510133e-06,3.2980194220044723e-07,1.257035484059088e-06
priorregion3_spot_13,0.0029745178762823343,4.723537972495251e-06,0.3440739080309868,1.1426104862266584e-08,7.854915025973242e-07,7.495906118037965e-08,3.40310970514679e-09,4.801785058461406e-09
priorregion3_spot_14,0.007004006346687674,0.002886524936184287,2.1298627138137816,4.79129923292021e-07,0.00035844897793140267,1.6598081629126684e-07,6.2795418443784005e-06,0.0015692966582719237
priorregion3_spot_15,0.03107107523828745,0.09339077547192574,1.8550011217594147,3.1025438005372055e-07,0.0030039020814001563,3.596006479256175e-07,1.317187047789048e-06,1.0915420307355817e-05
priorregion3_spot_16,0.0013770890189334752,3.5173487776773986e-05,2.086341953277588,2.820634520617205e-07,0.00012960266903974115,3.416878925577294e-07,2.7437683058906265e-07,2.6659925538297103e-07
priorregion3_spot_17,0.005683868168853223,0.00012863874071626926,2.480615830421448,3.678668377915529e-07,0.000512134752352722,3.4807040947271164e-07,8.254745080193971e-06,0.000379321702348534
priorregion3_spot_18,0.03605214767158032,0.01815021280199289,2.107151281833649,1.27104175930981e-06,0.000263953726971522,2.1972290511484971e-07,4.348818474682048e-05,1.0584025631032999e-06
priorregion3_spot_19,0.00642288129311055,0.0006637888087425381,3.0398567795753477,5.190031833990361e-06,0.08657740131020547,8.403692191905066e-07,0.0010846946504898369,0.0002754374989308417
priorregion3_spot_20,0.03978413250297308,0.004136534268036484,2.3875658273696896,1.1418952340136458e-06,0.13410415649414062,1.3107664869949077e-06,0.00016387835130444726,1.1523719513206744e-05
priorregion3_spot_21,0.1345026232302189,0.03859705049544573,3.683045637607574,2.816597111632291e-06,0.0036516224383376537,8.254431548948561e-07,7.899520568344088e-07,1.1757714946725174e-05
priorregion3_spot_22,0.0024571299669332806,9.051421075128019e-05,2.509565496444702,1.0207130969774882e-06,0.05367041006684303,9.332526445859912e-07,7.868728744142572e-06,0.0013785055256448687
priorregion3_spot_23,0.0006485626770881937,3.266005533077987e-05,2.260416376590729,5.317896068390837e-07,0.12476629205048084,4.34845441077414e-07,4.862547166339937e-06,1.991482355379049e-06
priorregion3_spot_24,0.011032284703105688,0.000685436700587161,3.3268803715705872,2.531534721583739e-06,0.001837891899049282,5.282175607135286e-07,8.099949951656527e-07,0.0033645575982518493
priorregion3_spot_25,0.014344385266304016,0.0001934692176291719,2.119407320022583,8.581672148011422e-07,0.0005408195516793058,3.765681654499531e-07,1.4683389011338478e-07,1.4365801987992204e-07
priorregion3_spot_26,0.010112426104024052,0.0004520057802437805,2.858346211910248,2.4412501176129814e-07,0.0006451701367041097,2.8479955034299563e-07,8.526677390818804e-08,5.4048601668910123e-05
priorregion3_spot_27,0.009086461504921317,0.00014328430261230097,1.8830540418624877,3.544770919461371e-07,0.1116771962493658,7.558790798611881e-07,0.0004302232700865716,2.3460350575987838e-06
priorregion3_spot_28,0.005138308042660356,0.0009928268322255461,1.212885183095932,1.0955957812086582e-07,0.005549867264926433,3.7042868257231025e-07,5.694712035619887e-06,6.893278410302628e-08
priorregion3_spot_29,0.00393355074338615,0.0001070043563231593,1.8071922659873962,2.930631083586378e-07,0.00017192384766531176,9.654727506358542e-08,6.091623345128028e-05,8.345945889232097e-06
priorregion3_spot_30,0.00016814836490084418,7.129272034944734e-06,1.5491238355636596,4.387284402440629e-08,2.0459577535802966e-05,5.0017286312709075e-08,3.5283428978516445e-08,4.3612589628594386e-08
priorregion3_spot_31,0.06826138272881507,0.06265847198665142,1.2792229235172272,1.6726306100167677e-07,0.0001743713080941234,1.6772913298268578e-07,5.9428633569780245e-08,4.479039485971726e-08
priorregion3_spot_32,0.027931314893066883,0.08620365187525748,2.7305239200592037,4.236763220433204e-06,0.011969251278787852,4.983178172324187e-07,1.095608325840658e-06,1.2267976330804233e-06
priorregion3_spot_33,0.008738109748810528,0.0035793515504337846,1.3266601860523224,1.716563630793644e-07,0.04517618566751481,9.313695642276798e-07,2.030694389532073e-07,9.426020994851569e-07
priorregion3_spot_34,0.007476851227693261,1.6850743486429567e-05,1.5103417456150054,5.474578557596032e-07,6.405042149708607e-05,1.6930920878621692e-07,9.706832884148752e-08,2.508167042947207e-07
priorregion3_spot_35,0.014815440215170384,0.0006926593458047137,3.8683297634124756,3.1727393661640237e-06,0.003408209513872862,1.1162644227624695e-06,4.097958844795358e-06,0.004683254519477487
priorregion3_spot_36,0.09868219308555126,0.06347806528210641,2.5592466592788696,1.1243298047247664e-06,0.007517913822084665,7.798000154934926e-07,8.568692067001393e-07,0.0019465716963168235
priorregion3_spot_37,0.007900218153372407,3.8620559462287925e-05,1.745830374956131,1.7608804654400957e-07,0.0004419617442181334,2.4597207044507745e-07,1.0163613615077338e-05,2.273078209213964e-07
priorregion3_spot_38,0.03831448778510094,0.0010125161905307324,2.5621585369110105,4.1997755886313834e-07,0.0009249449882190675,4.201770153144935e-07,8.486147152098056e-07,7.068448712743703e-06
priorregion3_spot_39,0.09038045704364776,0.01589304208755493,2.7381163358688356,3.437594955357781e-06,0.19308467730879783,4.944242709825631e-06,0.0008969671529484913,0.00013812478136969732
priorregion3_spot_40,0.19819673225283624,0.045895072259008886,3.002209174633026,2.3103656803868948e-05,0.17309318110346794,1.1337290402479993e-06,4.848643693549093e-05,1.3799748842302507e-06
priorregion3_spot_41,1.918257921715849e-05,7.018763000132822e-07,0.5165944576263428,3.6918625490045552e-09,7.684988588607668e-07,1.6194540108926957e-08,4.1288315211218685e-09,1.1092870577655845e-08
priorregion3_spot_42,0.026913867145776746,0.004269410064443946,2.4961139440536497,3.128320940959384e-07,0.0001778427576937247,4.92853826017381e-07,4.869644862992572e-06,0.0007018826319836079
priorregion3_spot_43,0.0001606706289749127,3.7087324017193176e-06,1.3176533460617064,1.2987878239556494e-08,1.4637060849054254e-05,5.85040842437934e-08,2.5728431474192346e-08,6.265705003727362e-08
priorregion3_spot_44,0.00042329070420237257,1.2619356539289583e-05,1.2527516841888429,4.369558777028715e-08,1.0631236727931537e-05,1.1187864750183962e-07,7.148044378624265e-09,7.715810454556051e-07
priorregion3_spot_45,0.002078279305715114,0.0002230540456366725,2.595867431163788,5.011762823414756e-07,0.07491228058934211,4.0696142633578347e-07,4.643597790732201e-07,3.904103536456205e-07
priorregion3_spot_46,0.00010280486458214,2.765103170077055e-06,1.458912765979767,4.3905088276119383e-08,1.8736176480160795e-05,6.96745932060594e-08,4.033249024359976e-06,6.289544742799081e-08
priorregion3_spot_47,0.010922759957611562,0.031029752269387246,2.5333064913749697,7.503981549916717e-07,0.22876005172729494,1.2982391638161063e-06,0.0014823889534454793,5.820700096137444e-07
priorregion3_spot_48,0.005628280062228441,0.019878371246159075,2.8604599475860595,1.5457013489594828e-06,0.0002997078176122159,2.57226137989619e-07,8.370498989052067e-07,1.5701539950896405e-06
priorregion3_spot_49,0.00688544528093189,0.00013874184369342402,2.1683683514595034,1.7257994727515326e-06,0.12824199348688126,1.692885615511841e-06,1.51436233863933e-07,1.2647483117689263e-06
priorregion3_spot_50,0.0018980642431415619,0.00020240618177922443,2.3833152651786804,2.372253412374903e-07,0.00013754848623648286,1.4478154071184692e-07,0.00015536781502305532,2.6459835709147225e-07
priorregion3_spot_51,0.0006383614090736956,2.1119932534929833e-05,1.537005877494812,2.6317484547178085e-08,1.4806122499066987e-05,6.3924908744184e-08,3.093633758055603e-08,3.014211973351167e-08
priorregion3_spot_52,0.0032704029348678883,0.00018676627514651044,3.034991896152496,1.1863191900829405e-06,0.07444733828306199,7.156819492593058e-07,1.6470719685912627e-06,0.00258463480276987
priorregion3_spot_53,0.01550433374941349,0.0001807866217859555,3.1092395901679994,1.8341748727834784e-06,0.0014430392824579031,5.444255776865248e-07,3.6310146782625453e-07,0.0005032360553741455
priorregion3_spot_54,0.0057973877759650355,0.013789649261161685,1.9763813972473143,3.1179893085209186e-07,3.563939408195438e-05,5.091314179139772e-08,1.741222256157471e-07,2.0734797416821494e-07
priorregion3_spot_55,0.056268518418073656,0.01726640686392784,2.457046902179718,5.634023494849317e-07,0.0002518780791433528,1.27445049997732e-06,1.548373788295976e-07,2.1695574923796814e-05
priorregion3_spot_56,0.0019356216536834836,0.00016610089442110622,2.4666706919670105,7.861172065304345e-07,0.1591260381042957,7.230238850297611e-07,9.221648506354541e-05,5.566483628172137e-06
priorregion3_spot_57,0.015145130082964897,0.0250964904204011,2.543549084663391,2.4605691919532546e-06,0.0603728961199522,1.0673792758097991e-06,3.0965476980782114e-05,0.0024043506011366847
priorregion3_spot_58,0.011838373495265841,0.00853501041419804,2.7359122753143312,1.8623665482664365e-06,0.1315714344382286,8.836674169288018e-07,0.0014242760720662774,7.104744486241543e-06
priorregion3_spot_59,0.0024782635155133903,0.00012299669288040604,2.699111747741699,1.0675088446987504e-06,0.0008748461259528995,2.173737904342943e-07,2.4440234028588747e-06,1.603687877604898e-06
priorregion3_spot_60,0.001921916613355279,7.826612491044215e-05,2.1271886825561523,4.3843620431971433e-07,0.00012014259082206991,7.525397798247014e-08,3.0168418163611937e-07,7.825543413275682e-08
priorregion3_spot_61,0.09880768433213234,0.025212027970701458,3.1617087841033933,5.437717209133553e-06,0.0007658431306481362,5.79834249947453e-07,5.8958581121260066e-06,0.00122816531220451
priorregion3_spot_62,0.005192758073098957,0.0004350560979219154,2.2312958240509033,3.259957750856302e-07,6.886136688990519e-05,8.25816862004558e-08,3.57292866226544e-07,1.7935171499061654e-07
priorregion3_spot_63,0.01223389315418899,0.00025940140330931176,2.0394564270973206,1.4309587257343994e-07,0.00026199462445219984,2.5024060192890827e-07,1.869557428335611e-06,0.0002536568616051227
priorregion3_spot_64,0.00017298736493103208,1.0683515847631498e-05,1.3747848033905028,2.6614039505545866e-08,9.213872226609965e-06,9.071348294753534e-08,2.6139723185991672e-08,2.3349645772441363e-08
priorregion3_spot_65,0.06950557939708232,0.00038678020937368276,2.930973970890045,3.2471416375301486e-06,0.0027327145216986537,8.749776725380798e-07,1.53557517023728e-05,0.0009276165685150773
priorregion3_spot_66,0.001005342067219317,0.008508503809571267,1.7827481567859649,1.8733785225322214e-07,0.07420775927603245,8.634759325332197e-07,0.0005672525527188555,7.254188787442218e-08
priorregion3_spot_67,0.029595148004591464,2.5178285886795494e-05,0.6727634459733963,5.6218647515038356e-08,2.4201798851208876e-06,1.748547404645251e-08,1.4793448022132338e-08,1.7883793024253697e-08
priorregion3_spot_68,0.0029224372119642794,0.0060781708918511874,2.523963487148285,4.53150920520784e-07,0.09311736896634101,5.003357415489517e-07,0.0010659167077392338,1.4541157213443514e-06
priorregion3_spot_69,0.0005757447273936122,0.004099341249093414,0.256502577662468,2.1062365451740565e-08,6.73280902674378e-07,2.467101865022414e-08,3.736143971977413e-09,9.082909180335718e-09
priorregion3_spot_70,0.0008304499147925526,1.9640700793388535e-05,1.9225335061550142,2.989844546164023e-07,8.623600333521609e-05,5.805351914744962e-08,1.3183100691094297e-07,2.397904047768407e-07
priorregion3_spot_71,0.024026537220925095,0.011199357360601426,1.886333590745926,2.1590618501932115e-07,0.08339200988411903,4.1087733393396775e-07,5.549283469008515e-06,1.3257525154131146e-06
priorregion3_spot_72,0.12048313766717911,0.03566366266459227,2.4641961097717284,1.3393229664870887e-06,0.2042054481804371,4.659669116335863e-06,3.825902422249783e-06,0.00030043244769331065
priorregion3_spot_73,0.0295447307638824,0.026817104034125804,2.0172433495521545,8.579493055549392e-07,0.22291812598705293,1.3563066829647141e-06,0.0015282459498848766,6.094743071116682e-07
priorregion3_spot_74,0.03737786579877138,0.005726245883852244,2.926814329624176,2.566326213582215e-06,0.23174469321966173,1.2344299534561288e-06,0.003158706147223711,1.4732028319031088e-06
priorregion3_spot_75,0.0002574594327597879,6.441031223403117e-06,1.8529325306415558,2.4098744262346376e-07,6.145381776150316e-05,6.039646738287276e-08,2.1335058342231156e-08,7.097418028934044e-06
priorregion3_spot_76,0.0003200049774022773,2.678170153558312e-06,0.984295478463173,8.681987395675606e-08,5.918018791817304e-06,4.8367258997927825e-08,5.5202602133874735e-08,3.2836678975911586e-08
priorregion3_spot_77,3.224621868866961e-05,1.2065696466834197e-06,1.0487383425235748,1.5114617335498792e-08,3.77460182789946e-05,5.1498486719481205e-08,4.264796207280597e-05,8.759319740647699e-08
priorregion3_spot_78,0.0011392853746656328,4.925948287564097e-05,1.6670173823833465,7.075538555056937e-08,3.104907937085955e-05,6.338152118701147e-08,3.211284944626414e-08,6.282174283001041e-08
priorregion3_spot_79,0.14955437257885934,0.0003532692833687179,1.8202196180820467,2.0476669746471998e-07,7.657663081772625e-05,2.3020405635065801e-07,1.2557738635621265e-07,5.909636438445887e-05
priorregion3_spot_80,0.00798239870928228,9.226856855093502e-05,1.2376802146434784,5.21174751355602e-08,4.031584667245625e-05,1.0593152168780762e-07,6.822468122891224e-07,1.1846488945366218e-07
priorregion3_spot_81,0.11187562197446824,0.10762362331151963,2.8146047949790955,1.3590628395832028e-05,0.4989389136433601,1.4766167225843675e-06,0.0008656698861159384,3.0247732979660214e-06
priorregion3_spot_82,0.009477424761280417,0.017109980527311566,3.208591341972351,2.9475394740074988e-06,0.20680860951542854,1.8104444677646826e-06,0.0010479048127308489,1.947188957274193e-05
priorregion3_spot_83,0.003892525436822325,0.011677666706964374,1.6971957683563232,1.0722580014999041e-07,6.059205970814219e-05,1.609449554962339e-07,3.609622094558063e-08,4.508466190600302e-06
priorregion3_spot_84,0.005921551352366805,7.908280349511188e-05,2.824983465671539,1.093235670168724e-06,0.0005155446124263108,2.2559067645033794e-07,3.544575704950148e-07,4.123665094084572e-05
priorregion3_spot_85,0.006521830777637661,7.636283044121228e-05,2.4290382504463195,5.71994979736701e-07,0.0004172788379946724,4.4868660609154176e-07,2.992673830704007e-06,2.7457586639911827e-07
priorregion3_spot_86,0.0034653868759050967,0.00010143227045773528,2.5707934141159057,4.142289867559158e-06,0.06424612998962402,9.606203491330233e-07,1.0998630727954151e-06,0.00011204502916370985
priorregion3_spot_87,0.023029995523393153,0.00643737385980785,1.4424308240413666,4.521097409337926e-07,4.985106625099434e-05,3.0019112955415046e-07,4.817631040765492e-08,9.22859075217275e-05
priorregion3_spot_88,0.00011405378245399334,6.8522085484801215e-06,1.071429854631424,8.879527619853889e-08,0.08794605582952499,3.0766422725037047e-07,5.247706429400978e-08,1.2270379485812556e-07
priorregion3_spot_89,0.007201326289214194,0.03179475087672472,2.782664108276367,1.525459811091423e-06,0.0007291959278518334,2.2660790079953594e-07,1.555460002578002e-07,3.173671558442948e-07
priorregion3_spot_90,0.0006489302671980113,0.0025888682226650416,1.1542673766613007,1.4048729326532342e-07,0.08675294183194637,4.591145810195485e-07,1.2640290094623197e-06,1.6259332156209893e-07
priorregion3_spot_91,0.0032682518241927026,0.00035148069000570106,2.419678747653961,1.3822239679939232e-06,0.0005110407655593008,2.476563594200343e-07,6.046258022252004e-07,1.8212135017847688e-07
priorregion3_spot_92,0.011873906990513206,0.006367966765537858,3.4349602580070497,1.2417694108535215e-06,0.004573594592511654,6.881415231418941e-07,0.00043774162040790545,0.002994099841453135
priorregion3_spot_93,0.0020084068062715234,0.008449699450284242,1.669824159145355,2.9792505245040963e-07,0.09947598315775394,6.396523417606659e-07,0.0022164030931890013,1.9006267564236624e-07
priorregion3_spot_94,0.00015830736520001663,1.2671808508457615e-05,0.9804901778697968,2.012522450911547e-08,2.0171835876681145e-05,3.8611236519159334e-08,9.20407270314172e-05,4.10613635892787e-07
priorregion3_spot_95,0.04532712772488594,0.026456208433955908,4.082227945327759,6.0280363868514555e-06,0.0850748810917139,1.6377377676235485e-06,7.33890078663535e-06,0.0030033411225304004
priorregion3_spot_96,0.03816044069826603,0.010217148065567018,3.0821078658103946,1.4118376725491544e-06,0.0010716813791077585,8.220205387488022e-07,1.1267556544680702e-06,0.00046635093458462505
priorregion3_spot_97,0.14143387526273726,0.055203364044427876,1.7806448817253113,9.049822779161333e-07,0.002081684081349522,3.69408030564955e-07,1.7019899445358535e-07,1.5214881614156184e-06
priorregion3_spot_98,0.004248875961638987,0.013310460466891527,0.563274621963501,6.040033939669343e-09,9.539078791931389e-06,1.6825539219667013e-07,8.284962538240848e-09,1.9094564684962735e-08
priorregion3_spot_99,0.012385137751698493,0.00014367442054208368,2.9438605189323424,4.5231373064780205e-07,0.00019667273372760976,1.2849475297116442e-07,8.971424136916539e-08,5.182807694836811e-06
priorregion3_spot_100,4.676684275182197e-05,1.3946518549801114e-06,1.0352404177188872,2.4996371550400914e-08,1.92256686204928e-05,4.5825404981769676e-08,6.572893871634733e-05,4.564475606372298e-08
priorregion3_spot_101,0.026206185575574636,0.021785772684961558,3.0060586452484133,1.1370241395525226e-06,0.0009799026913242415,3.20346705962038e-07,1.2850490747950972e-06,0.0022389990161173043
priorregion3_spot_102,0.02813463071361184,0.0374995406717062,2.553909385204315,7.045153580520491e-07,0.05844027325510979,1.222197238348599e-06,2.3571343206185704e-07,9.965375784304341e-06
priorregion3_spot_103,0.11106184870004654,0.06884626559913158,3.6478804469108583,7.92569485383865e-06,0.23825212568044662,2.4799000811981387e-06,0.0003034830282558687,0.0008090806950349361
priorregion3_spot_104,0.018031124770641328,0.0002455841182381846,1.9633613407611845,1.328157679836295e-07,8.452324800600765e-05,1.1763715228596541e-07,3.904814533939316e-08,1.2321923819058612e-07
priorregion3_spot_105,0.02176891313865781,0.029065600503236057,2.440647041797638,5.653671877325905e-07,0.00031371936929645015,4.826637876931273e-07,2.5450397288295793e-06,2.869672627525688e-07
priorregion3_spot_106,0.00028285420412430543,7.691375958529534e-06,1.6763470411300658,5.052071170297268e-08,0.016733373887836935,4.646562146604083e-07,3.8840308889120936e-07,0.00019618749283836223
priorregion3_spot_107,0.0008464061946142466,1.0116608279986394e-06,0.4019180551171303,1.3341376758901901e-08,1.5179188380898268e-06,3.0248244620167956e-08,6.251660900069567e-09,2.681406199300796e-08
priorregion3_spot_108,0.002759535075165332,0.0001490772257966455,2.2702104687690734,3.9727970317926526e-07,0.13824862614274025,9.926370580615185e-07,1.6613007005616962e-07,9.688847285360681e-07
priorregion3_spot_109,0.035566225275397295,0.010016882373020052,0.8877325803041458,1.3310884696693393e-07,1.107956577470759e-05,1.613823535251413e-07,3.052555364035925e-08,3.540174180471922e-08
priorregion3_spot_110,0.0011645326332654804,4.019010993943084e-05,2.6700998067855837,1.4597690736195543e-07,0.0005198138882406056,9.350309504441157e-08,8.142425122059649e-06,3.099788770555279e-07
priorregion3_spot_111,0.053347581438720225,0.0012413961871061475,2.8329512596130373,6.564686088950113e-07,0.0020219843136146665,7.176888033200158e-07,2.1167703266655734e-06,0.000639125338057056
priorregion3_spot_112,0.00010300306785211432,2.0519787653938694e-06,1.4819028198719024,3.645600568091822e-08,2.0406356907187728e-05,6.181175216113388e-08,7.788209359205213e-06,4.26088279326109e-08
priorregion3_spot_113,0.03195695821195841,0.0015150937135331333,3.407150316238403,3.863122424263566e-06,0.001511139946524054,9.268111455185136e-07,9.416100965609079e-07,0.0011505805072374643
priorregion3_spot_114,0.0004956385426339694,1.0017737940870576e-05,1.9388922333717347,1.0076635810207792e-07,0.00011766372626880184,1.0478890928311559e-07,2.7036340839003968e-06,2.475678499536116e-07
priorregion3_spot_115,0.007953483145684004,0.020336615946143867,2.970276880264282,1.6543185154205278e-06,0.48767427951097486,2.0478468513829283e-06,0.002920197299681604,3.665941471808765e-06
priorregion3_spot_116,0.0949468094855547,0.0003493114243610762,2.4389210104942323,2.2839629991722177e-06,0.12954998910427093,1.634895545521431e-06,5.743612774722353e-07,0.001915082655614242
priorregion3_spot_117,0.027471402660012245,0.03961885571479798,2.7094802856445312,9.911553945585182e-07,0.0008456438285065815,5.854328748000626e-07,4.434343759385229e-06,0.0020870271837338805
priorregion3_spot_118,0.011332216626033186,2.6808874281414322e-06,0.4659749284386635,8.105309063921595e-08,4.3632019014694375e-06,1.5505693440331927e-07,6.349889658530118e-09,5.46340933382794e-08
priorregion3_spot_119,0.0003661378636024892,9.537467076370375e-06,2.0334869027137756,6.444605045174969e-08,5.5418086049030535e-05,3.387720628467151e-08,4.340725556772896e-08,3.7124410482647364e-06
priorregion3_spot_120,0.0006279979716055095,0.0022939891670830546,1.7486840367317198,1.5766181533649614e-07,3.848791548080044e-05,1.8600733397988736e-07,2.2169215654344044e-07,4.39411584451932e-08
priorregion3_spot_121,0.055743100307881835,0.04091139882802963,2.372965109348297,2.386095786732767e-06,0.24172354340553284,2.15462954429313e-06,0.0011689604667481036,6.35978804552906e-07
priorregion3_spot_122,0.01827412946149707,0.003436824399977922,1.195177435874939,6.117182948628398e-07,0.16938544511795045,7.215871562493703e-07,0.001825915783410892,8.890410470030475e-08
priorregion3_spot_123,0.007638006447814405,0.016032904852181673,2.3777618169784547,3.3061012345569907e-06,0.1568532682955265,7.690847724006745e-07,0.0007472935452824459,4.677422495547035e-07
priorregion3_spot_124,0.00010378808074165135,2.2235543610804598e-06,1.1017457365989685,7.67106783428062e-08,2.4944700817286504e-05,1.0732213091557698e-07,3.204757140338188e-05,3.433954951503893e-08
priorregion3_spot_125,0.001642139017349109,8.927408771342016e-06,1.424494343996048,7.224131977068282e-08,0.08859121017158031,4.62828468528187e-07,8.019713071405478e-08,1.0565804480222596e-07
priorregion3_spot_126,0.0005305212514940649,1.670828705755412e-05,1.8822232067584992,2.501982493186006e-07,0.12901410534977914,7.410453321199385e-07,7.517423696867809e-08,2.2939412019695737e-06
priorregion3_spot_127,0.08255305513739586,0.04155718795955181,3.2848013401031495,3.338290127885557e-06,0.10189560055732727,1.3570098246873384e-06,7.592549337687159e-07,9.725682284624782e-05
priorregion3_spot_128,0.00041810606053331866,0.007956764008849858,0.4717584401369095,7.3464864636108025e-09,1.7381042368924687e-06,3.911564494529785e-08,5.344594057987706e-07,4.371507533740271e-09
